id,prob
37662224,0.7271
37741884,0.923
36804663,0.6688
37642222,0.912
37742129,0.9479
37854423,0.8249
37822018,0.8412
36109709,0.8595
37791988,0.8334
37822030,0.6924
37692106,0.8109
37631992,0.8881
37651933,0.8448
37811785,0.8279
37661932,0.96
37702003,0.7314
37641966,0.7912
37661950,0.8541
37661936,0.914
37831998,0.7397
37802030,0.5378
37761127,0.7978
37831974,0.9219
36400279,0.9282
37801983,0.6904
37621910,0.8234
37601999,0.866
37671926,0.5401
37831861,0.5754
37841743,0.8097
37752007,0.5681
37691982,0.9123
37691975,0.5413
37761908,0.9554
37681953,0.7977
37731824,0.8927
37701802,0.9387
37831843,0.9373
37681636,0.6177
37711880,0.5766
37691888,0.636
37761254,0.7271
37761825,0.8738
37751902,0.6669
37761758,0.534
37821828,0.7758
37771373,0.7202
37831894,0.9793
37720167,0.4807
37681303,0.8474
37611935,0.6465
37611902,0.7927
37791772,0.5691
37691828,0.4232
37611956,0.8925
37801825,0.8187
37731794,0.9555
37741729,0.7844
37781916,0.5902
37641760,0.9408
37721827,0.701
37630954,0.654
37831821,0.7506
37711792,0.5973
36039943,0.675
37831763,0.794
37601834,0.5269
37781802,0.3626
37841694,0.901
37801612,0.6798
37771756,0.9613
37801349,0.4008
37821702,0.9435
37831666,0.8566
37811463,0.9604
37711705,0.5863
37621731,0.808
37701695,0.8941
37821675,0.861
37671710,0.4995
37741676,0.9065
37711575,0.7486
11335677,0.8363
37681714,0.9027
37731698,0.8166
37741195,0.4384
37690495,0.7116
37661596,0.6406
37731642,0.6197
37217579,0.9143
37821608,0.9085
37831402,0.8858
37841570,0.7077
37831639,0.7934
37601716,0.9766
37127479,0.7775
37711641,0.9285
37841552,0.8129
37631643,0.8894
37831674,0.8173
37600999,0.6513
36059066,0.6357
37771625,0.6435
37761587,0.8437
37641562,0.7826
36743141,0.737
37811432,0.4337
37631545,0.8397
37661515,0.8383
37711552,0.8993
37671547,0.7465
37681471,0.8563
37147785,0.9123
37771542,0.6931
37107399,0.6639
37841472,0.911
37761554,0.5658
37621413,0.7776
37631536,0.939
37601584,0.7715
37751428,0.5532
37711505,0.773
37611567,0.9464
37681506,0.9362
37841426,0.9108
37781601,0.967
37711490,0.7607
37701318,0.8985
37631502,0.7334
37841429,0.8591
37800714,0.7807
37831477,0.9062
37761295,0.899
37621513,0.6731
37830811,0.6692
37661426,0.841
37621480,0.9172
37207932,0.9799
37661445,0.813
37611542,0.9117
37621461,0.9581
37601076,0.9255
36019516,0.9686
16402028,0.9221
37641419,0.8243
37811487,0.9258
37620902,0.6009
37691476,0.6255
37831382,0.6169
37651373,0.8703
37601500,0.9103
37631386,0.9397
37601439,0.9762
37831271,0.8589
37631404,0.8375
37731349,0.6918
37601467,0.8673
37741410,0.8582
37631364,0.9141
37631387,0.9082
37771351,0.6955
37601493,0.9455
37800951,0.8959
37651345,0.8219
37801469,0.9285
37287167,0.7271
37651312,0.879
37147634,0.9424
37771331,0.581
37641323,0.7567
37841307,0.9201
37811352,0.8711
36049003,0.6997
37711342,0.9467
37691384,0.9066
37831326,0.843
37771322,0.9245
37307321,0.7941
37801423,0.918
37631346,0.9688
37761323,0.9118
37661321,0.9337
37601403,0.8589
37761340,0.7436
37701307,0.7144
37681171,0.8642
37771273,0.7161
37621337,0.7812
37671306,0.7541
37821296,0.9392
37621311,0.7215
37631305,0.7603
37811199,0.782
37791206,0.9366
37781315,0.9141
37751264,0.9579
37741087,0.832
37651203,0.7143
36723433,0.7397
37721298,0.8924
37761281,0.9258
37691283,0.9044
37671236,0.8823
37741222,0.673
37771192,0.7914
37691249,0.8796
37631183,0.79990000000000006
37601287,0.9039
36321134,0.9112
37801276,0.7375
37831144,0.9196
35641141,0.9636
37681182,0.7192
37691252,0.8878
36802943,0.8771
37621238,0.6618
36510138,0.7358
37711197,0.9293
37641175,0.9463
37329725,0.9529
37077993,0.8282
37601268,0.4874
37681168,0.7962
37771170,0.9713
37831186,0.9099
37701153,0.8152
37761216,0.961
37621004,0.8489
37681100,0.9752
36540233,0.8205
36250156,0.8463
37821032,0.6787
37761172,0.8254
37087831,0.8324
35998372,0.5337
37690894,0.8108
37801204,0.735
37701110,0.9665
37117469,0.7502
37661126,0.9437
37721116,0.4722
37640945,0.6584
36701418,0.7726
35136649,0.5909
37631158,0.9673
37840979,0.8494
37157569,0.7606
37781214,0.7307
37641112,0.8674
37830435,0.9568
37820744,0.8075
37631110,0.8942
36381846,0.5016
37671148,0.8759
36802884,0.7394
37731119,0.9825
37621134,0.9316
37831091,0.9631
37781151,0.87
36801732,0.7075
37621087,0.9738
37601068,0.8524
36331703,0.7625
37821124,0.8463
37651020,0.8749
37720274,0.6461
36008401,0.8631
37690929,0.7509
37811086,0.8604
35998955,0.6917
37801103,0.4633
37681069,0.3807
37741079,0.9367
37790654,0.7248
37670146,0.8365
37701074,0.8284
37821079,0.8196
37681051,0.5228
35883614,0.8782
37661104,0.9083
37227681,0.5268
36797642,0.7552
37187580,0.9307
37811114,0.8676
37601144,0.6108
37811012,0.6882
37681000,0.7945
37770971,0.8961
37801015,0.8216
37670988,0.9227
37811016,0.7446
37690968,0.7666
37661008,0.9906
37620251,0.5437
37711076,0.8948
37821015,0.7266
37771022,0.9226
37611069,0.9798
37691001,0.9098
37650965,0.9851
36441321,0.7405
37720986,0.7606
37660443,0.5181
37197711,0.819
37720210,0.7702
37267711,0.7114
36159765,0.6942
37601083,0.7887
37721029,0.9016
37601073,0.8369
37650924,0.7773
37671000,0.6856
37631055,0.5456
37800985,0.8249
37630735,0.8242
37610982,0.8047
37760979,0.8475
36797388,0.7094
37761041,0.6735
37800700,0.6878
37820816,0.8036
37700928,0.7424
37640882,0.8776
37770883,0.9331
37680931,0.7055
37820893,0.9096
37670899,0.9329
37650830,0.9054
37601012,0.9762
37601021,0.7156
37600942,0.6867
37620942,0.9162
37740968,0.6873
37680934,0.8439
37780997,0.8263
37601037,0.9007
37830734,0.7586
36109126,0.7205
37710875,0.944
37750871,0.977
37700797,0.7414
37790832,0.6727
37640638,0.9472
37760858,0.6357
37740860,0.9829
37710842,0.8634
37288020,0.8887
37770785,0.6841
37770816,0.7297
37600880,0.9193
37660825,0.7826
37600717,0.7454
37600985,0.7321
37760884,0.836
37810877,0.8723
37127611,0.8067
16782165,0.6818
28614047,0.9449
37690829,0.6613
37760802,0.7967
37620259,0.6576
37600901,0.9119
37750910,0.9179
35843702,0.9725
37620878,0.9748
37690850,0.7238
37690890,0.9765
34914883,0.878
37610645,0.851
37640810,0.9425
37720810,0.8606
37630767,0.528
37830677,0.797
37630774,0.7077
37630777,0.8756
37840786,0.9847
37680780,0.7636
37840787,0.9059
37680740,0.9335
37840801,0.8658
37107954,0.9019
37800786,0.9469
37600823,0.457
34362004,0.9076
37690760,0.9082
36960127,0.9228
37670741,0.9081
37670804,0.9088
37660744,0.847
37840797,0.7834
36520360,0.9613
37710575,0.7445
37700784,0.9035
37740800,0.9051
37800787,0.722
37750798,0.8792
36331320,0.8444
37670672,0.9222
37700723,0.9742
36870162,0.9362
37287821,0.7973
37630694,0.8167
37177738,0.5858
37840638,0.6627
37810752,0.9464
37690243,0.6603
37780719,0.4154
37840649,0.9113
37610680,0.8681
37217969,0.5512
37700657,0.8997
37670733,0.9439
37820736,0.8477
37067163,0.5073
37630733,0.8038
36500466,0.9603
36049659,0.8306
36450272,0.7221
36028602,0.3287
37610681,0.8227
37650541,0.7681
37770735,0.8559
37237684,0.9644
37329731,0.8665
36281574,0.9746
37780548,0.4883
37630626,0.9588
37740629,0.9024
37690404,0.9447
37780586,0.6056
37740622,0.7309
35358431,0.9445
37810508,0.8689
37167997,0.6422
37680413,0.8457
37750611,0.9579
37760655,0.9797
37700606,0.8925
37329321,0.7911
37700609,0.9161
37680611,0.7955
37780540,0.8113
37700362,0.8908
37670502,0.6913
35958542,0.8881
37720301,0.9732
37710397,0.6286
37720549,0.9651
37158018,0.8337
32480025,0.8461
37660572,0.944
37620535,0.7856
36360737,0.9587
37680469,0.8072
37790581,0.5792
37770528,0.5167
37770556,0.7575
37720564,0.5378
37700545,0.8415
37167163,0.693
37700522,0.9648
37800539,0.9327
37690553,0.6919
37329769,0.9106
37610569,0.7812
37740560,0.8225
34504089,0.8031
36129113,0.9214
37810629,0.8747
37700560,0.9644
37810580,0.815
37840519,0.6556
37830462,0.6256
37670512,0.557
37790545,0.9407
37790533,0.528
37730511,0.7409
37600653,0.7152
37650475,0.8769
37840239,0.5599
37640565,0.9291
37620501,0.9162
37750492,0.8245
37167919,0.5331
37770480,0.9093
37620465,0.6326
37640500,0.8326
37640488,0.9446
37620447,0.7534
37780496,0.5336
37760502,0.9383
37640518,0.6866
37630477,0.9043
37620472,0.8494
37690489,0.9267
37710498,0.8593
37820527,0.5972
36211593,0.8929
37600544,0.894
37680430,0.7837
37610520,0.8646
37830432,0.9111
34934135,0.4045
37730472,0.7166
37650446,0.9229
37277726,0.9049
37640514,0.5576
37760501,0.9423
37750238,0.9815
37810539,0.8606
37790389,0.7619
37760228,0.9366
37770374,0.8594
37680332,0.9619
36800985,0.5864
37760461,0.8195
37830356,0.9117
37830376,0.9478
37740306,0.7507
37670415,0.9648
37710432,0.93
37800423,0.8402
37790392,0.821
37840435,0.7461
37780358,0.9462
37760444,0.7978
37840388,0.8161
37830144,0.7852
37600202,0.8997
37720436,0.9182
37840371,0.8844
37830387,0.9317
37810488,0.3657
37750420,0.9301
37800417,0.5062
37750407,0.956
37610448,0.9013
36088255,0.477
37640444,0.9794
37730427,0.3643
37770441,0.9161
37600414,0.9028
36351529,0.876
37710342,0.9289
37600434,0.9038
37780328,0.6722
37157574,0.741
37750346,0.592
37610344,0.5248
37800313,0.7293
37087341,0.8517
37770349,0.9448
37740294,0.5918
37168043,0.8611
37630352,0.8833
37107313,0.9111
35823990,0.6153
37760341,0.7393
37740331,0.9749
37610360,0.8466
37780326,0.7602
37680242,0.5647
37730331,0.4863
37790353,0.6726
37630287,0.8724
37810392,0.8222
37760342,0.4468
37640223,0.9441
37670272,0.7882
35939268,0.6511
37750262,0.6658
37600316,0.9634
37770214,0.9851
37730310,0.8704
37630227,0.8516
37620258,0.521
37147210,0.8072
37810284,0.7771
37620282,0.966
37247386,0.8249
37760298,0.8894
37720357,0.4447
37630260,0.9192
36251462,0.7775
37810286,0.901
37790242,0.8083
37800270,0.8391
37710276,0.965
37840172,0.6005
37660294,0.6407
35256661,0.893
37620226,0.8378
37770277,0.7693
37840200,0.5122
37630216,0.4861
37328163,0.8844
36241453,0.8841
37760244,0.6268
37277889,0.6753
37810239,0.717
37640267,0.6599
37700222,0.9049
37820216,0.9165
37237219,0.7366
37630225,0.9144
37760241,0.5739
37810356,0.9106
36301494,0.9705
37097236,0.977
35348591,0.51
37690220,0.8378
37750308,0.9818
35126468,0.9285
37700169,0.9088
36210606,0.9799
37800219,0.7347
37158031,0.6728
37720255,0.904
37068027,0.7359
37720204,0.9034
37780166,0.6315
37720221,0.725
37840148,0.8789
37730172,0.6179
37427112,0.7065
37630184,0.5528
37127314,0.6541
37780152,0.7099
