id,y
37662224,0
37741884,1
36804663,0
37642222,1
37742129,1
37854423,1
37822018,1
36109709,1
37791988,1
37822030,0
37692106,1
37631992,1
37651933,1
37811785,1
37661932,1
37702003,1
37641966,1
37661950,1
37661936,1
37831998,1
37802030,1
37761127,1
37831974,1
36400279,1
37801983,1
37621910,1
37601999,1
37671926,1
37831861,1
37841743,1
37752007,0
37691982,1
37691975,1
37761908,1
37681953,1
37731824,1
37701802,1
37831843,1
37681636,0
37711880,0
37691888,0
37761254,1
37761825,1
37751902,1
37761758,1
37821828,1
37771373,1
37831894,1
37720167,1
37681303,0
37611935,1
37611902,1
37791772,0
37691828,0
37611956,0
37801825,0
37731794,1
37741729,1
37781916,1
37641760,1
37721827,0
37630954,1
37831821,1
37711792,1
36039943,1
37831763,1
37601834,0
37781802,1
37841694,1
37801612,1
37771756,1
37801349,0
37821702,1
37831666,1
37811463,1
37711705,1
37621731,1
37701695,1
37821675,1
37671710,1
37741676,1
37711575,1
11335677,1
37681714,1
37731698,1
37741195,1
37690495,1
37661596,0
37731642,1
37217579,1
37821608,1
37831402,1
37841570,0
37831639,1
37601716,1
37127479,0
37711641,1
37841552,1
37631643,1
37831674,1
37600999,0
36059066,0
37771625,1
37761587,1
37641562,1
36743141,1
37811432,0
37631545,1
37661515,1
37711552,1
37671547,1
37681471,1
37147785,1
37771542,1
37107399,1
37841472,1
37761554,0
37621413,1
37631536,1
37601584,1
37751428,1
37711505,1
37611567,1
37681506,1
37841426,1
37781601,1
37711490,0
37701318,1
37631502,1
37841429,1
37800714,1
37831477,1
37761295,1
37621513,1
37830811,0
37661426,1
37621480,1
37207932,1
37661445,1
37611542,1
37621461,1
37601076,1
36019516,1
16402028,1
37641419,0
37811487,1
37620902,1
37691476,0
37831382,1
37651373,0
37601500,1
37631386,1
37601439,1
37831271,1
37631404,1
37731349,1
37601467,1
37741410,1
37631364,0
37631387,1
37771351,1
37601493,1
37800951,0
37651345,1
37801469,1
37287167,1
37651312,1
37147634,1
37771331,1
37641323,1
37841307,0
37811352,1
36049003,0
37711342,1
37691384,1
37831326,1
37771322,1
37307321,1
37801423,1
37631346,1
37761323,1
37661321,1
37601403,1
37761340,1
37701307,1
37681171,1
37771273,1
37621337,1
37671306,1
37821296,1
37621311,0
37631305,1
37811199,1
37791206,1
37781315,1
37751264,1
37741087,1
37651203,1
36723433,1
37721298,1
37761281,1
37691283,1
37671236,1
37741222,1
37771192,1
37691249,1
37631183,1
37601287,1
36321134,1
37801276,1
37831144,1
35641141,1
37681182,0
37691252,0
36802943,1
37621238,1
36510138,1
37711197,1
37641175,1
37329725,1
37077993,1
37601268,0
37681168,1
37771170,1
37831186,1
37701153,1
37761216,1
37621004,1
37681100,1
36540233,1
36250156,0
37821032,1
37761172,1
37087831,1
35998372,0
37690894,1
37801204,1
37701110,1
37117469,1
37661126,1
37721116,1
37640945,1
36701418,1
35136649,1
37631158,1
37840979,1
37157569,0
37781214,1
37641112,1
37830435,1
37820744,1
37631110,1
36381846,1
37671148,1
36802884,1
37731119,1
37621134,0
37831091,1
37781151,1
36801732,1
37621087,1
37601068,1
36331703,1
37821124,0
37651020,1
37720274,0
36008401,1
37690929,1
37811086,1
35998955,1
37801103,1
37681069,1
37741079,1
37790654,1
37670146,1
37701074,1
37821079,1
37681051,1
35883614,1
37661104,1
37227681,0
36797642,1
37187580,1
37811114,1
37601144,0
37811012,1
37681000,0
37770971,1
37801015,0
37670988,1
37811016,0
37690968,1
37661008,1
37620251,0
37711076,0
37821015,1
37771022,1
37611069,1
37691001,0
37650965,1
36441321,0
37720986,0
37660443,1
37197711,1
37720210,1
37267711,1
36159765,1
37601083,1
37721029,1
37601073,1
37650924,0
37671000,0
37631055,1
37800985,1
37630735,1
37610982,1
37760979,1
36797388,1
37761041,1
37800700,0
37820816,1
37700928,1
37640882,1
37770883,1
37680931,1
37820893,1
37670899,1
37650830,1
37601012,1
37601021,0
37600942,1
37620942,1
37740968,1
37680934,1
37780997,1
37601037,1
37830734,0
36109126,1
37710875,1
37750871,1
37700797,1
37790832,1
37640638,1
37760858,1
37740860,1
37710842,1
37288020,1
37770785,1
37770816,1
37600880,1
37660825,0
37600717,0
37600985,0
37760884,1
37810877,1
37127611,1
16782165,1
28614047,1
37690829,1
37760802,0
37620259,0
37600901,1
37750910,1
35843702,1
37620878,1
37690850,0
37690890,1
34914883,1
37610645,1
37640810,1
37720810,1
37630767,1
37830677,1
37630774,1
37630777,1
37840786,1
37680780,1
37840787,0
37680740,1
37840801,1
37107954,1
37800786,1
37600823,0
34362004,1
37690760,1
36960127,1
37670741,1
37670804,1
37660744,0
37840797,0
36520360,1
37710575,1
37700784,0
37740800,1
37800787,0
37750798,1
36331320,1
37670672,1
37700723,1
36870162,1
37287821,1
37630694,1
37177738,1
37840638,1
37810752,0
37690243,1
37780719,1
37840649,1
37610680,1
37217969,0
37700657,1
37670733,0
37820736,1
37067163,1
37630733,1
36500466,1
36049659,1
36450272,1
36028602,1
37610681,1
37650541,1
37770735,1
37237684,1
37329731,1
36281574,1
37780548,0
37630626,1
37740629,1
37690404,1
37780586,0
37740622,1
35358431,0
37810508,1
37167997,0
37680413,1
37750611,1
37760655,1
37700606,0
37329321,1
37700609,0
37680611,0
37780540,1
37700362,1
37670502,1
35958542,1
37720301,1
37710397,0
37720549,1
37158018,1
32480025,1
37660572,1
37620535,1
36360737,1
37680469,0
37790581,0
37770528,0
37770556,0
37720564,0
37700545,1
37167163,1
37700522,1
37800539,1
37690553,1
37329769,1
37610569,1
37740560,0
34504089,1
36129113,1
37810629,0
37700560,1
37810580,1
37840519,1
37830462,0
37670512,0
37790545,1
37790533,0
37730511,1
37600653,0
37650475,1
37840239,0
37640565,1
37620501,1
37750492,1
37167919,1
37770480,1
37620465,1
37640500,1
37640488,1
37620447,1
37780496,0
37760502,1
37640518,0
37630477,1
37620472,0
37690489,1
37710498,1
37820527,0
36211593,1
37600544,1
37680430,1
37610520,1
37830432,1
34934135,1
37730472,1
37650446,1
37277726,1
37640514,1
37760501,1
37750238,1
37810539,1
37790389,1
37760228,1
37770374,1
37680332,0
36800985,0
37760461,1
37830356,1
37830376,1
37740306,0
37670415,1
37710432,1
37800423,1
37790392,0
37840435,1
37780358,1
37760444,1
37840388,1
37830144,1
37600202,1
37720436,1
37840371,1
37830387,1
37810488,1
37750420,1
37800417,0
37750407,1
37610448,1
36088255,1
37640444,1
37730427,0
37770441,1
37600414,1
36351529,1
37710342,1
37600434,1
37780328,1
37157574,1
37750346,1
37610344,1
37800313,0
37087341,1
37770349,1
37740294,0
37168043,1
37630352,1
37107313,1
35823990,1
37760341,1
37740331,1
37610360,1
37780326,1
37680242,1
37730331,1
37790353,1
37630287,1
37810392,1
37760342,0
37640223,1
37670272,1
35939268,1
37750262,1
37600316,1
37770214,1
37730310,1
37630227,1
37620258,0
37147210,1
37810284,0
37620282,1
37247386,1
37760298,1
37720357,0
37630260,1
36251462,1
37810286,1
37790242,1
37800270,1
37710276,1
37840172,0
37660294,0
35256661,1
37620226,0
37770277,1
37840200,1
37630216,0
37328163,1
36241453,1
37760244,1
37277889,1
37810239,1
37640267,1
37700222,1
37820216,1
37237219,1
37630225,1
37760241,1
37810356,1
36301494,1
37097236,1
35348591,1
37690220,1
37750308,1
35126468,1
37700169,1
36210606,1
37800219,1
37158031,1
37720255,0
37068027,0
37720204,1
37780166,1
37720221,1
37840148,1
37730172,0
37427112,1
37630184,1
37127314,1
37780152,1
37830218,1
37640145,1
37770182,1
37197886,0
34964007,0
37630171,1
37820167,1
37610196,0
37770158,1
37690145,1
37760193,1
37690155,0
37750146,1
37720268,1
37680188,1
37720266,1
37730156,1
34954595,1
37830213,1
37750174,1
37587147,0
37298034,1
35176218,0
37447148,1
36651142,1
37377143,1
37567145,1
37507159,1
37467133,1
37670120,1
37690127,1
37760122,1
37467131,1
36039426,0
37507115,0
37147834,1
36029361,1
36571282,1
37021149,1
37800116,1
37640120,1
37257407,0
37547141,0
36970326,0
37168049,1
37507144,1
37840117,1
37770115,1
36380308,1
36271929,1
36800598,1
37158065,1
37107305,1
37257964,1
37187972,1
37407114,1
37147993,1
36799832,1
37307925,1
37307931,1
36990268,1
37138019,1
37217973,0
37237896,1
37097632,1
37207930,1
37158133,0
37147951,0
37217963,1
37248002,1
37397113,1
37307948,1
37257977,1
37278006,1
37317602,1
37187962,1
37318010,1
37077976,1
37068505,0
37577113,0
37127755,1
37257938,1
37087967,1
34985044,1
37257963,1
37267339,1
37288007,1
37267801,1
37297920,1
37217922,1
37237882,1
37227897,1
37277902,1
37267833,0
36621199,1
36723366,1
37207841,1
37197964,1
37237831,1
37217686,1
37127831,0
37217919,1
37227920,1
36210998,1
37247958,1
36490241,0
37127422,1
37267925,1
37167995,1
36128590,1
37267877,1
37117931,1
37247913,1
36241607,1
19105995,0
37217860,0
37147505,1
37217869,0
37317895,0
37187850,1
37177779,1
37177789,1
37267689,1
36798213,1
37147231,1
37207766,1
37317879,1
37177769,1
37307823,1
37167827,1
37297215,1
37267750,1
37207775,1
36371877,1
37267808,1
37327364,0
37317329,1
37077871,1
36281535,1
37177702,1
36301678,1
37127727,1
37257821,1
37177728,0
36251670,1
37127736,1
37247823,1
37187771,1
36088556,1
37087748,1
37187823,1
37307753,1
37117361,1
37147758,1
37267713,1
37207725,1
37157884,1
37247825,1
37217770,1
37117798,1
37237726,1
37237736,1
37097785,0
37197755,1
37317777,0
36169260,1
36341609,1
37287791,1
37257732,1
37217725,1
37277767,0
37197740,0
37137782,1
37297730,1
37157786,1
37247754,1
37237701,1
36231355,1
37297640,1
37217666,1
36850157,1
37077689,1
37117732,0
37207643,1
37177601,0
35804125,1
37147710,1
37187710,1
36551148,1
37127123,1
37217664,1
37287426,1
37117696,0
37247219,0
37267594,1
37297663,1
37137720,1
37287688,1
37197272,1
37177603,1
37267591,1
37187687,1
37317665,0
37157696,1
37217660,1
37167599,0
37247608,1
37097630,1
37157693,1
36799296,1
37267543,1
37177546,1
37247574,0
37117631,1
37287600,0
37087606,1
37237554,1
37147549,1
37031231,1
37227628,1
37277633,1
37177548,1
37287638,1
34723228,1
37187632,0
37157597,1
37097415,1
37297574,1
37207501,1
37187566,1
37167483,0
37327258,1
37307511,1
37097596,0
37267497,1
36148478,1
37297565,1
37317580,1
37127488,0
37187437,1
37297573,1
37217395,1
37317537,1
37297511,1
36048503,1
37097530,1
37157591,1
37247505,1
37167422,1
37227522,1
37247479,0
37227540,1
37147539,1
37267457,1
37257508,0
37087452,1
37087478,0
37097533,1
37287526,1
37207466,1
37087464,0
37227560,1
37157581,1
37107524,0
37087492,1
37307455,1
37217478,1
37137536,1
37117493,1
37197485,0
37087427,1
37077507,0
37137562,0
37297462,0
36230562,1
37087403,0
37137526,1
37087421,1
37021225,0
37177426,1
37217490,1
37207425,1
37097528,0
35804040,0
37227440,1
37097447,0
37117462,0
37187425,1
37097433,1
36801180,0
37297435,1
37307404,0
37267388,1
37227408,1
37307428,1
35693572,1
37167391,1
37187451,1
37137518,1
37277417,1
37097437,1
35893607,1
37267333,1
37227184,0
37217427,0
37127396,1
36850189,1
37087363,1
37267354,1
37157434,1
37127341,1
37317385,1
37177318,1
37287314,1
37127352,1
37177337,1
37107352,1
37257345,1
37087323,1
37107357,0
37197388,0
37157370,0
36860128,1
37107400,1
37077363,1
37197275,1
36271022,1
37167354,1
37157374,1
37277347,1
36691119,1
37217362,1
37317361,1
37207334,1
37287387,1
37237312,1
36970258,1
37307343,1
36712446,1
36450807,1
37097385,1
36300959,0
37247260,0
37087299,1
35979809,1
37217275,1
37297282,0
37237283,1
37077297,0
37137392,1
36381451,1
37317282,1
37267265,0
36798556,1
36411366,1
37117322,1
37287259,1
37317237,1
37077339,1
37187317,1
37147344,1
37287294,1
37277297,1
37167274,1
36950133,1
37167310,1
37077343,1
36591413,1
36783332,1
37297298,0
37207310,1
37267281,0
37167252,1
36920333,0
33611338,1
1237963,1
37187351,1
37287216,0
36733253,1
37097271,1
37197258,0
35893167,1
37107275,1
37117147,1
37317213,1
36450506,1
37117225,1
36611294,1
37077233,1
37207213,0
37097267,1
37097233,1
31206959,1
37287252,1
37177243,1
37107271,1
37217208,1
36361066,1
37077216,1
37167214,0
37117217,0
37287213,1
37117247,1
36850348,1
37077254,1
36201362,1
37167229,0
37147227,1
37137162,1
37137212,1
37207143,1
36401025,1
37127194,1
37167153,0
36201719,1
36280576,1
37207170,1
36361630,1
37287156,1
37217129,1
37147194,1
33420954,1
37287136,1
36611425,1
37307152,1
37257155,1
37147143,1
37157205,0
36799314,1
37297184,1
36441593,1
35968331,1
37077181,1
37137166,0
36371085,1
37177154,1
37117172,1
37217132,1
37217148,0
36980221,1
37297170,1
37317142,1
37197208,1
36211403,0
36211471,1
37187185,1
37187198,1
36611290,1
35916864,1
37287129,1
36320284,1
36581474,1
36970347,0
36850371,1
36890355,1
37087130,1
36870287,1
36880395,1
36840343,1
36990348,1
36930381,1
37087131,1
37117115,0
36980373,1
36850367,0
36900361,1
36940200,0
36798806,1
36930369,1
36880382,1
36222022,1
36799033,1
37087127,1
37287128,1
37297137,1
36109575,1
36830396,1
36990344,1
35491145,1
36251755,1
36930138,1
37031157,1
36990115,0
36940347,1
37011329,1
37021322,1
36808330,1
36671167,0
36900317,1
36411235,1
35673929,1
37011257,1
36990305,1
35673391,1
36029786,1
36381528,1
37011355,1
36950321,1
36820333,1
36880308,1
36840244,0
36280444,0
36840291,1
36850266,0
36271536,1
36271364,1
36830232,0
36360882,1
36840219,1
37000211,1
37011250,1
36850236,1
36990180,1
36421045,1
36211929,1
36139312,1
36970219,1
36441751,1
36391501,1
36910272,1
36980248,1
36910265,1
36940237,1
36850229,1
36798335,1
36900277,1
37011298,1
36840236,1
37021227,1
36381788,1
36870226,1
36330833,1
36930254,1
36211956,1
36970237,1
36743251,1
36890259,1
37000197,1
36850166,0
37051151,1
36920165,1
36631449,1
37021172,1
36211691,1
37021190,1
36671440,1
36960168,1
37000151,1
36240376,1
36870200,0
36410389,0
36089599,0
36910165,0
6735355,1
35773241,1
36880194,1
37021134,1
37031162,0
36890158,1
37041171,1
36820168,1
377140,1
36631408,0
36850158,1
36211775,0
36870191,1
36530431,1
36763453,0
36860144,1
36920201,1
36910131,0
36743249,1
36119329,1
36860124,1
36920136,1
36631425,0
35853386,1
36890128,1
36540482,1
36701444,1
36281646,1
36701405,1
36651203,0
36421543,0
36631436,0
37031129,1
36661487,0
36681455,1
35948315,1
36301027,1
36290159,0
36561373,0
36591456,1
36940112,0
36681442,1
36651342,1
36661470,1
36671411,1
36980114,1
36540421,1
36551391,0
36631365,1
36540359,1
36551390,1
35873238,1
36763371,1
36421589,0
36500686,1
36581350,0
36641387,1
36691306,0
36581380,1
36743431,1
36540442,1
36571335,1
36681338,1
36743409,1
36331427,1
36701361,1
36179168,0
36571312,1
36712351,1
36441872,0
36681397,1
36591382,1
36631158,1
36601381,0
36611406,1
36753343,1
36611351,1
36561172,1
36561357,1
36540406,1
36723337,1
36733393,0
36591294,0
36641299,0
36351766,0
36581191,1
36691289,0
36733266,1
36611285,0
36221506,1
36371830,1
36621271,1
36088709,1
34933661,0
36601322,1
36743351,1
36441498,1
36591292,1
36763339,1
36621301,1
36601307,1
36733285,0
36271904,1
36581311,0
36773306,1
36651312,1
36401103,1
36551294,1
36661313,0
36701306,1
36581294,1
36611281,1
36510472,1
36671187,1
36651274,1
36551191,1
36641291,1
36691211,1
36712247,0
36701196,1
36241760,0
36251637,1
36661263,1
36601185,1
36561226,1
36723187,1
36712120,1
36743287,1
36381650,1
36763235,1
36753218,1
36641170,1
36783286,1
36581263,1
36029660,1
36733163,1
36581185,1
36733131,0
36241866,1
36783152,1
36221720,1
36661120,1
36391437,1
36723130,1
36591113,1
36681149,0
36661200,1
36341368,0
36753173,1
36611144,1
36211379,1
36621159,1
36221701,1
36371622,1
36251784,1
36391535,1
36611131,1
36712152,0
36320612,1
36118165,1
36491470,1
36671149,0
36461290,1
36098394,0
36723178,1
36621127,1
36641177,0
36753142,1
36773148,1
36671148,1
36753147,1
36743126,1
36411810,1
36551176,1
35743899,1
36773120,1
36411077,1
36651157,1
36089553,1
36210783,1
34603208,1
36118296,0
36651163,1
36221963,0
36341740,1
36351791,1
35978609,1
36361867,1
35166283,0
36301889,1
36271927,1
36241034,1
36201897,1
36520685,1
36441798,1
36201901,0
36491396,0
36712112,1
36201903,1
36201956,1
36491464,1
36500646,0
36351777,1
36211758,0
36491166,1
36491438,1
36451352,1
36441900,0
36341665,1
36491463,1
35863261,0
36420306,0
36270977,1
36241818,1
35703684,1
36421815,1
36281867,1
36520713,1
36341727,1
36491405,1
34743491,1
36411872,1
36500909,1
36411766,1
36231880,0
36340346,1
36641113,1
36460752,1
36211046,1
36421624,1
36201902,1
36500923,1
36301772,1
36491372,1
36530609,0
36231716,1
36341638,1
20579060,1
36281821,0
36271824,1
36381777,1
36491362,0
36371794,0
36520614,1
36451331,1
36210831,1
36381755,1
36360672,1
36361715,0
36301786,1
36391732,1
36331678,1
36301785,0
36491367,1
35044866,1
36381747,1
36411770,0
36301830,0
36411785,1
36069285,1
36079373,1
36281807,1
36411798,1
36119584,1
36441729,0
36411831,1
36251704,1
36500855,1
36049010,1
36221886,1
36421715,1
36520616,0
36068757,0
36391617,1
36230419,1
36281684,1
34924194,0
36371652,1
36371646,0
36381676,1
36088804,1
35723651,1
35703974,0
36251227,1
36350925,1
36491254,1
36251605,1
36211759,1
36530522,0
36351648,1
36231746,0
36301699,1
36201758,1
36361551,1
34313031,1
36491274,1
36510584,1
36240652,1
36530470,1
36211802,0
36271758,1
36441703,0
36381696,0
36271698,0
36211749,1
36221782,1
36381654,1
36109653,1
36341629,1
36530495,1
36381678,1
36201779,1
36520571,1
36301739,1
36211760,0
36270525,1
36341564,1
36221727,0
36361293,1
36211706,0
36321257,1
36520487,0
35348358,0
36260982,1
36231613,1
36281254,1
12637341,1
16492717,1
35054322,1
36530393,1
36201675,0
36530430,1
35093388,1
36251506,1
36331591,1
36079334,1
36231642,0
36301367,1
36351607,1
36451074,1
36251457,1
36510570,1
36341544,1
36520294,1
36201698,1
35653745,1
36421236,1
36451158,1
36451179,0
36381603,1
36361591,1
36371556,1
36260437,0
36231536,1
36341182,1
36241491,1
36221642,0
35156709,1
36500570,1
36441530,1
36400960,1
36251450,0
36271414,1
36530343,1
36351438,1
36281570,1
36421432,1
36391372,1
36421482,1
36380896,1
36341411,1
36211630,1
36049175,1
36260643,1
36251389,0
36411069,1
36320338,1
35978488,1
36221689,1
36510482,1
36421471,0
36391473,1
7064626,1
36491114,0
36271555,1
36381520,0
36089397,1
36450883,1
36371531,1
36220377,1
36390996,1
29304171,1
36421428,1
36301608,1
36530281,1
36301617,1
36491035,1
36211659,1
35998257,0
36411462,1
36381455,1
36510394,1
36221406,1
36500525,1
36381459,1
35246131,1
36251350,1
36049668,1
36241421,1
36391284,1
36441359,1
35803726,1
36231493,1
36231511,1
34613109,0
36510382,1
36441389,1
36361439,0
36530295,1
36391414,1
36231508,0
36281478,1
36421345,1
36351360,0
36231529,1
36351343,1
36381059,1
36271487,1
36411439,1
36421373,1
36520251,0
36241459,1
36201534,0
36241414,1
36271411,1
36361441,1
36520310,1
36351407,0
36231503,0
36231521,1
36231484,1
36421323,1
36440983,0
36331321,1
36301425,1
36019068,1
35917751,0
36391314,1
36500473,1
36331392,1
36331393,0
36500410,0
36251281,1
34973516,1
36270529,1
36251288,1
36201461,0
36421281,1
36450938,1
36231447,1
36500478,0
36300837,1
34874403,0
36441317,1
36510320,1
36381387,1
35703132,1
36331348,1
29914972,0
35989759,1
36341040,1
35713787,1
36441313,1
36411413,0
36221165,0
36211371,0
36351216,1
36371284,1
36261024,1
36201327,1
36280814,1
36088286,1
36351219,1
36381329,1
36281342,1
36381309,1
36271382,1
36500361,0
36201394,1
36450918,1
35073643,1
36251221,1
35979937,1
36241199,0
36211309,1
36251204,1
36221334,0
36231015,1
36450876,1
36450695,1
36351174,1
36450859,1
36410231,1
36421184,1
571851,1
36321387,0
36261284,1
36261285,1
36251197,1
36301331,1
36450853,1
36381279,1
36321312,1
36450845,1
36251179,1
36261222,1
36490759,1
35793422,1
36261263,1
36331195,1
36381232,1
36441178,1
36411263,1
36391197,1
36261249,1
36201045,1
36490757,1
36391213,1
36371159,0
36340974,1
36281218,1
36241144,0
34353151,1
36490692,1
36221281,0
36450784,1
36421049,1
36128265,1
36261215,1
36391141,1
36301235,1
36450812,1
36381174,1
36341128,1
36281131,1
36251076,1
36331117,1
34492754,1
36500217,1
36500236,0
36341091,1
36341063,1
36301211,1
36251063,1
36321206,0
36351037,1
36250798,0
36261156,1
36421093,1
36301208,1
36221195,0
36450690,1
36221159,1
36490597,1
35969407,1
36321199,1
36341026,1
36169516,1
36261101,1
36500188,1
36411121,1
36251031,1
36231098,1
36350991,1
36350969,1
36280592,1
36361038,0
36201165,1
36450663,1
36341045,1
36401058,0
36321189,1
36411130,1
36371003,1
36281101,1
36261103,1
36281093,1
36321109,1
36361005,1
36251010,1
36370988,1
36350948,1
36271091,1
36411058,1
36231025,1
36490498,1
36490594,1
35703447,1
36401035,1
36340998,0
36221118,1
31197333,1
36350933,1
36350869,1
36380772,1
35999197,1
36411018,1
36360137,1
36201063,0
36450500,1
36350888,0
36221014,1
36490530,0
36240818,1
36400951,1
36411012,1
36350921,1
36490511,1
36271033,1
36240944,1
36281018,1
36420873,1
33991911,1
36260960,1
36300990,1
36201002,1
35734068,1
36280946,1
36370894,0
